DATE,Colorado,Puerto_Libre,21230120,23060260,23065120,23060200,23060190
6/26/2001,1.17,1.23,0,0,0,0,0
6/27/2001,,1.155,0,0,0,0,0
6/28/2001,,1.11,0,0,0,0,0
6/29/2001,1.14,1.125,0,0,0,0,0
6/30/2001,,1.075,0,0,5,0,0
7/1/2001,1.13,1.185,0,0,0,0,
7/2/2001,,1.11,0,0,0,0,
7/3/2001,,1.025,0,0,0,0,
7/4/2001,1.12,,0,0,0,0,
7/5/2001,,,0,0,0,0,
7/6/2001,1.09,,0,0,0,0,
7/7/2001,,,0,0,0,0,
7/8/2001,1.095,,0,0,0,0,
7/9/2001,,1.025,0,0,0,0,
7/10/2001,1.12,1.05,0,0,0,0,
7/11/2001,1.1,1.05,22.5,0,1,0,
7/12/2001,1.24,1.05,0,0,0,0,
7/13/2001,,1.075,0,0,0,0,
7/14/2001,1.09,1.085,2.5,0,2,0,
7/15/2001,1.1,1.11,4.7,12,14,1.4,
7/16/2001,1.48,1.1,0,2,2,20,
7/17/2001,1.21,1.085,0,11.5,0,0,
7/18/2001,,1.52,0,0,0,0,
7/19/2001,1.16,1.51,0,0,0,0,
7/20/2001,1.16,1.385,0,0,0,0,
7/21/2001,,1.025,0,0,0,0,
7/22/2001,,,9.2,5.4,1,12,
7/23/2001,,,0,0,0,0,
7/24/2001,,,0,0,0,0,
7/25/2001,1.03,,0,0,0,0,
7/26/2001,,,0.8,0,1,5.6,
7/27/2001,1.18,,0,1,1,2.5,
7/28/2001,1,1.6,0,0,1,0,
7/29/2001,,1.45,0,0,0,0,
7/30/2001,,1.16,0,0,2,13.3,
7/31/2001,,1.1,0,0,,5.9,0
8/1/2001,1.11,1.055,0,0,0,0,0
8/2/2001,,1.025,0,0,3,1.1,0
8/3/2001,,,0,0,0,0,0
8/4/2001,,,0,0,1,0,0
8/5/2001,,,0,0,0,2.1,0
8/6/2001,1.04,,0,0,0,0,0
8/7/2001,,,0,0,1,0.4,0
8/8/2001,,,0,0,0,0,0
8/9/2001,,,0,0,0,0,0
8/10/2001,,,0,0,0,0,0
8/11/2001,,,0,0,0,0,0
8/12/2001,,,0,0,0,0,0
8/13/2001,,,0,0,0,0,0
8/14/2001,,,0,0,0,0,0
8/15/2001,,,0,0,0.6,0,0
8/16/2001,1.01,,0,0,0,0,0
8/17/2001,,,0,0,0,0,0
8/18/2001,,,0,0,0,0,0
8/19/2001,,,0,0,2,0,0
8/20/2001,,,0,0,1,0,0
8/21/2001,1.05,,0,0,0,0,0
8/22/2001,1,,0,0,0,0,0
8/23/2001,1.05,,0,0,0,0,0
8/24/2001,,,0,0,0,0,0
8/25/2001,,,5.8,0,0,0,0
8/26/2001,1.06,,1.2,0,1,0,0
8/27/2001,1.04,,0,0,0,0,0
8/28/2001,,,0,0,0,0,0
8/29/2001,,,0,0,0,0,0
8/30/2001,,,0,0,0,0,0
8/31/2001,,,0,0,0,0,0
9/1/2001,1.08,,0,0,1,0,0
9/2/2001,,,1.8,0,0,2,0
9/3/2001,,,0,0,1,0,0
9/4/2001,,,0,0,0.1,0,0
9/5/2001,,,0,0,1.5,0,0
9/6/2001,,,0,0,0,0,0
9/7/2001,1.04,,0,21.5,16,50,0
9/8/2001,,,0,0,1,45,0
9/9/2001,1.12,,3,16.2,17.6,0,0
9/10/2001,,,14,12,0,8,15.8
9/11/2001,1.28,,5.3,61.2,2,27.7,14.5
9/12/2001,1.12,,2.3,8.6,5.6,13,8.7
9/13/2001,,1.255,3.9,7,16,20,7
9/14/2001,1.735,1.515,9.4,1,2,13.6,0
9/15/2001,1.84,1.52,0,0,0,0,0
9/16/2001,1.09,1.265,0,0,0,0,0
9/17/2001,1.12,1.23,0,7.6,0.2,9.2,0
9/18/2001,1.275,1.435,2.1,0,43,0,0
9/19/2001,1.49,1.545,0,11,0,0.6,0
9/20/2001,1.48,1.495,0,0,0,0.5,0
9/21/2001,,1.34,3.2,0,2,2,44
9/22/2001,,1.02,0,0,0,17.2,20
9/23/2001,1.02,1,3.3,0,0,0.3,0
9/24/2001,,1.165,0,4.5,0,0,0
9/25/2001,1.64,1.77,0,7.7,0,0,50
9/26/2001,1.48,1.25,0,21.6,2.5,0,0
9/27/2001,2.135,,7.9,31.9,19.5,28.5,0
9/28/2001,,,0,0,0,0,0
9/29/2001,,,0,0,0,0,0
9/30/2001,,,0,0,0,0.3,0
10/1/2001,1.28,1.185,0,0,0,1,0
10/2/2001,1.18,1.125,0,0,0,0,0
10/3/2001,1.14,1.06,0,0,0,0,0
10/4/2001,1.12,1,0,0,0,0,0
10/5/2001,1.58,0.935,0,0,0,0,0
10/6/2001,1.07,0.905,2.3,0,0,0,0
10/7/2001,1.01,0.875,0,0,0,0,0
10/8/2001,1,0.86,0,0,0,0,0
10/9/2001,1.2,0.845,11.7,0,0,4.7,0
10/10/2001,,0.815,0,0,0,3.5,8.7
10/11/2001,1.72,1.06,0,9.6,0,0,0
10/12/2001,,1.025,0,4.9,0,0,0
10/13/2001,1.21,1.04,0,0,0,0,0
10/14/2001,,0.93,3,1.9,0.7,0,40
10/15/2001,1.29,0.9,0,34.6,47,32.4,0
10/16/2001,1.385,,21.5,0,23,19.8,0
10/17/2001,1.55,,16,10,14,19,19.7
10/18/2001,1.9,,40.5,0,1,19.2,0
10/19/2001,1.53,,0,4.6,56,57.5,0
10/20/2001,1.82,,3.3,0,8,0,0
10/21/2001,1.43,,4.1,33.9,19.3,56.2,26
10/22/2001,2.32,1.87,6.4,6.5,1.5,1.5,21
10/23/2001,1.825,2,0,24.3,0,0.5,8.7
10/24/2001,1.9,1.69,0,0,0,7.5,0
10/25/2001,,1.85,6.9,0,0,0,0
10/26/2001,1.52,,8.8,23.6,8,0,85
10/27/2001,,,0,0,1.7,9.3,0
10/28/2001,,1.67,0,0,14,10,0
10/29/2001,1.56,,3.8,0,17.3,25.7,0
10/30/2001,1.525,,1.4,8.6,40,10,0
10/31/2001,1.885,,0,13,16.8,20.5,2.5
11/1/2001,1.995,,37.2,11,30,33,0
11/2/2001,2.1,1.77,4.3,11,17,21.3,11
11/3/2001,2.34,,0,0,0.3,0,0
11/4/2001,1.83,,0,0,0,0,0
11/5/2001,1.79,,0,0,0,0,0
11/6/2001,1.72,,0,0,0,0,0
11/7/2001,1.56,1.53,0,0,0,0,0
11/8/2001,1.53,,0,0,0,0,4.5
11/9/2001,1.32,,0,19,0,0,0
11/10/2001,1.7,1.52,0,0,0,0,0
11/11/2001,1.44,1.38,35,0,0,4.2,0
11/12/2001,2.16,,0,0,3,11.1,3.6
11/13/2001,1.78,1.85,11,11.9,21,28.6,69
11/14/2001,2.905,2.84,7.5,32,0,0,44
11/15/2001,2.36,2.24,45,1.6,0,0,0
11/16/2001,2.42,,0,0,1,0,74
11/17/2001,2.42,1.86,0,2.9,0,0,0
11/18/2001,1.86,1.73,0.7,0,0,0,0
11/19/2001,1.81,1.82,3.8,45,0,0,0
11/20/2001,2.84,,12.4,9.6,1,2.2,28.7
11/21/2001,2.485,,0,0,0,0,0
11/22/2001,1.97,,0,0,0,5.8,0
11/23/2001,1.82,,0.7,0,0,0,0
11/24/2001,1.86,,0,0,13.7,0,0
11/25/2001,2.085,,0,0,3,20.3,0
11/26/2001,2.005,,30.3,56,30,9.3,14.5
11/27/2001,2.805,3.2,29.4,36.9,13,19.8,30
11/28/2001,2.815,2.505,12.8,3.2,13,10,0
11/29/2001,2.24,2.37,0,0,10,12.9,0
11/30/2001,2.42,,0,1,0,19.5,3.1
12/1/2001,,,4.3,5,3,10,0
12/2/2001,2.42,,0,0,4,0,0
12/3/2001,2,,0,0,1,0,0
12/4/2001,2.16,,0,0,0,0,0
12/5/2001,1.86,,0,0,0,0,0
12/6/2001,,,0,22.8,1.5,0,6.1
12/7/2001,2.105,,0,9.5,2,20,0
12/8/2001,2.695,2.72,2.8,3.2,40,2.8,0
12/9/2001,2.42,,0,0,0,0,7.5
12/10/2001,2.12,2.04,0,0,0,0,0
12/11/2001,2.11,,0,0,0,0,8.9
12/12/2001,1.98,,39.3,56.3,31,44.1,0
12/13/2001,2.555,2,3.5,0,0,0,6
12/14/2001,2.28,,0,3.5,5.3,0,0
12/15/2001,,,0,8,10,10.7,0
12/16/2001,2.425,,0,2.5,2,1.7,26
12/17/2001,2.9,,9.3,3,0,0.3,0
12/18/2001,2.1,,0,0,20,1.6,0
12/19/2001,3.36,,1.5,0,1,0,0
12/20/2001,2.09,2.12,0,11,0,0,0
12/21/2001,2.09,1.91,0,0,2,0,0
12/22/2001,2.18,,38.8,0,1,0,0
12/23/2001,,,0,6.9,0,28.1,0
12/24/2001,1.92,1.76,0,0,1,1.5,0
12/25/2001,1.92,,0,13.2,0,7.7,0
12/26/2001,1.91,1.8,0,21,3,3.5,26
12/27/2001,3.02,,3.5,0,1,1,0
12/28/2001,2.15,1.99,4.8,0,0,0,0
12/29/2001,,2.36,0,0,0,0,35
12/30/2001,2.45,,0,0,0,0,0
12/31/2001,1.965,,0,0,0,0,1
1/1/2002,,,0,0,0,0,0
1/2/2002,,,0,0,0,0,0
1/3/2002,1.67,,0,0,0,0,0
1/4/2002,1.64,,0,0,0,7.4,0
1/5/2002,1.62,1.335,0,0,0,0,0
1/6/2002,,1.26,0,0,0,0,0
1/7/2002,1.56,1.2,0,0,3.4,4.5,0
1/8/2002,1.52,1.54,0,0,2.3,5.2,0
1/9/2002,1.59,,0,0,1.3,2.6,0
1/10/2002,1.46,,0,0,0,0,0
1/11/2002,1.42,1.34,1.4,0,0,0,0
1/12/2002,1.4,1.27,8.4,0,9,53,0
1/13/2002,1.42,,0,15.9,0,13.2,19
1/14/2002,,,0,5.2,0,0,0
1/15/2002,1.42,1.27,1.8,0,0,0,0
1/16/2002,1.735,,0,0,0,0,0
1/17/2002,1.88,1.345,0,29.5,0,0,6.8
1/18/2002,1.86,1.58,0,0,0,0,0
1/19/2002,1.91,1.28,0,0,0,0,0
1/20/2002,,,0,0,2,0,1.5
1/21/2002,,,0,6.8,1,33,0
1/22/2002,1.66,,0,8.8,0,0,0
1/23/2002,1.575,,0,0,0,0,0
1/24/2002,1.43,,0,0,0,0,0
1/25/2002,1.45,,0,0,0,0,0
1/26/2002,1.44,1.27,0,0,0,0,0
1/27/2002,1.43,1.24,0,0,0,0,0
1/28/2002,1.46,1.15,0,0,0,0,0
1/29/2002,1.34,1.025,0,0,0,0,0
1/30/2002,1.245,,0,0,0,0,0
1/31/2002,1.33,,0,4.3,0,0,0
2/1/2002,1.38,,2.8,7.5,1,0,0
2/2/2002,1.36,,0,0,1.5,29.6,4.7
2/3/2002,1.36,1.96,0,0,27.3,0,0
2/4/2002,1.37,,0,0,11.5,5,0
2/5/2002,1.62,,0,0,0,0,0
2/6/2002,1.44,,0,0,0.1,9.1,0
2/7/2002,1.41,1.31,0,11,1.3,0.4,0
2/8/2002,1.55,,2.6,11.5,5,13.1,0
2/9/2002,1.51,1.54,4.1,2,3.7,0,0
2/10/2002,1.57,,0,24.3,3,7,10.5
2/11/2002,2.32,1.57,50,0,4.5,17,0
2/12/2002,2.06,1.3,0,27,2.7,0.9,0
2/13/2002,1.9,1.44,29,0,1.5,1.4,0
2/14/2002,1.73,1.44,2.8,9,6.5,3,0
2/15/2002,1.91,,0,0,0,0,0
2/16/2002,1.66,1.51,0.9,2,0,0,0
2/17/2002,1.81,1.49,0,0,0,0,8.7
2/18/2002,1.49,1.49,0,13.7,0,0,0
2/19/2002,1.72,1.505,0,0,0,0,0
2/20/2002,1.53,1.465,0,0,0,0,0
2/21/2002,1.59,1.385,0,0,0,0,0
2/22/2002,1.53,1.365,0,0,0,0,0
2/23/2002,1.57,1.46,0,0,0,0,3.8
2/24/2002,1.51,1.41,0,0,0,0,0
2/25/2002,1.62,1.235,0,0,0,0,0
2/26/2002,1.72,1.19,5.8,0,0,0,0
2/27/2002,1.8,1.22,0,11,1.3,6.2,0
2/28/2002,1.66,1.355,0,0,0,5.1,0
3/1/2002,1.57,1.36,0,0,0,0,0
3/2/2002,1.61,1.28,0,0,0,0,0
3/3/2002,1.56,1.225,2.2,0,0,0,60.5
3/4/2002,1.79,1.235,0,0,3.3,11.8,0
3/5/2002,1.62,1.315,0,0,0,0,0
3/6/2002,1.63,1.445,1.8,16.2,25.5,6,5.8
3/7/2002,1.86,1.305,1.6,22,1.5,5.3,6.7
3/8/2002,1.7,1.43,9.1,16,1,1.5,0
3/9/2002,1.83,1.325,0,0,0,0,0
3/10/2002,1.66,1.405,0,0,0,0,0
3/11/2002,1.52,1.39,1.6,0,0,0,0
3/12/2002,1.55,1.44,0,0,2,0.6,0
3/13/2002,1.66,1.38,0,0,1,0,0
3/14/2002,1.54,1.335,2.3,3.2,8.8,21.2,7.6
3/15/2002,1.7,1.635,1.7,2,0,7.1,0
3/16/2002,1.82,1.625,0,47,15.5,60,19.5
3/17/2002,2.32,1.7,0,5.6,23.8,13,0
3/18/2002,2.98,2.13,0,6.3,11,27,9.5
3/19/2002,2.62,2.15,10.7,49,10,12.4,5.5
3/20/2002,2.77,2.06,0,0,1.5,0.7,0
3/21/2002,2.52,2,0,0,4,3,0
3/22/2002,2.51,1.86,11,0,5,26,0
3/23/2002,2.58,1.835,23.1,0,4.6,0,0
3/24/2002,2.72,1.795,2.3,12,0,21.1,0
3/25/2002,2.17,2.045,0,10,0,0,0
3/26/2002,2.29,1.88,0,9.3,1,0.3,5
3/27/2002,2.34,1.795,26.8,0,10.7,14.5,12
3/28/2002,2.32,2.08,2.7,0,6.8,17.7,6.7
3/29/2002,2.38,1.895,41.6,18,8.3,12.6,3.3
3/30/2002,2.415,2.41,0,0,0,0,0
3/31/2002,2.4,1.925,0,0,0,0,0
4/1/2002,2.39,1.735,0,6,1.5,4.5,0
4/2/2002,2.57,2.23,3.5,3.3,4.8,7,0
4/3/2002,2.375,1.955,0,2.4,0,0,1.7
4/4/2002,2.34,1.78,0,0,0,0,0
4/5/2002,2.36,1.78,0,3.2,22.5,33,0
4/6/2002,2.59,1.715,1.1,0,53.8,3.5,0
4/7/2002,2.62,2.28,17.5,30.5,0,13,0
4/8/2002,2.38,1.95,54.5,33,27.8,42,10.5
4/9/2002,2.75,1.825,13.5,31.5,25.5,28.5,14.5
4/10/2002,3.29,3.21,0,20,0,1.5,0
4/11/2002,3.39,2.45,0,22,1.5,11.1,9.7
4/12/2002,2.69,2.21,4.8,21,30,4.1,10.8
4/13/2002,3.3,2.805,1.4,4.6,14.8,30,0
4/14/2002,3.03,2.88,5.3,13.7,27.3,15,1.2
4/15/2002,3.43,2.3,0,34,0,1,7.2
4/16/2002,3.3,3.065,0,0,0,0,0
4/17/2002,2.97,3.23,0,18,7.5,43.2,10.5
4/18/2002,2.87,3.28,0,0,2.5,3.5,6.5
4/19/2002,3.17,3,7.9,44,1.5,6.4,9.7
4/20/2002,3.73,3.715,50,16.2,0,3.5,4.4
4/21/2002,3.26,2.82,3.2,22.9,0,0,2
4/22/2002,2.69,,0,24,0,0,0
4/23/2002,2.38,3.18,33.9,0,6.6,17.5,8.7
4/24/2002,3.07,,33.1,19.9,68,78,34
4/25/2002,,,12.1,52.3,6.4,6.3,7.2
4/26/2002,3.475,,0,0,8.3,17.1,36
4/27/2002,3.72,3.22,14.5,14,9,7.5,2.8
4/28/2002,3.32,3.32,5,10,1.5,0,5.2
4/29/2002,3.14,3.56,0,30,3.3,5.5,11
4/30/2002,3.98,,0,0,0,0,1.7
5/1/2002,2.915,2.7,12.3,0,1,0,0
5/2/2002,2.72,,0,0,0,0,0
5/3/2002,2.52,,0,0,0,0,0
5/4/2002,2.45,,0,0,0,0,0
5/5/2002,2.305,,0,0,0,0,0
5/6/2002,2.22,,0,0,0,0,0
5/7/2002,2.14,2.13,0,0,0,0,0
5/8/2002,2.075,,0,0,0,0,0
5/9/2002,2.07,1.825,0,0,0,0,0
5/10/2002,1.96,1.85,0,0,0,0,0
5/11/2002,1.98,1.845,0,0,0,0,0
5/12/2002,1.915,1.8,0,0,6.5,5.8,0
5/13/2002,1.83,1.725,0,0,0,0,0
5/14/2002,1.85,1.695,0,0,0,0,0
5/15/2002,1.88,1.635,0,0,0,0,0
5/16/2002,1.835,1.575,0,6.6,0,0,15.5
5/17/2002,1.895,1.515,0,0,1,0,0
5/18/2002,1.825,,0,0,3,0,0
5/19/2002,2.085,,0,0,0,0,0
5/20/2002,2.125,,80,2.4,0,19.7,0
5/21/2002,2.055,2.115,0,1.6,0,0,0
5/22/2002,2.05,2.1,8,20,24.3,15.8,0
5/23/2002,1.99,1.94,0,14,1.5,1.5,10.5
5/24/2002,1.955,,0,0,0,0,8.7
5/25/2002,2.06,,7.3,16,19.3,34.5,0
5/26/2002,2.88,,79.3,6.9,64.8,22.5,27.5
5/27/2002,3.53,,0,7.2,13.5,20,18.9
5/28/2002,3.035,,35.7,5.4,26.6,29.7,2.1
5/29/2002,2.86,3.64,7.3,0,16,1.7,9.7
5/30/2002,2.45,,26.8,6,7.5,0,0
5/31/2002,2.465,,0,4.5,3,0,3.5
6/1/2002,2.27,2.28,0,6.2,0,0,0
6/2/2002,2.195,,4.3,2.3,25,58.1,18.7
6/3/2002,2.34,2.8,0,5.4,1,10.4,10
6/4/2002,2.28,,0,0,2,0,7.5
6/5/2002,2.145,,0,0,12,16.1,18.7
6/6/2002,2.525,4.75,0,5,10,8.6,40
6/7/2002,3.06,,0,6.4,5,3.6,0
6/8/2002,2.345,2.36,7.4,9.6,3,3.4,27.8
6/9/2002,3.03,,18.6,6.5,1,0,0
6/10/2002,2.3,3.01,0,0,0,0,0
6/11/2002,2.18,,0,0,0,0,0
6/12/2002,2.03,,0,0,0,0.4,0
6/13/2002,2.225,,0,0,0,0,0
6/14/2002,2.01,,0,0,0,0,0
6/15/2002,1.94,,0,0,0,0,0
6/16/2002,1.955,,0,0,0,0,0
6/17/2002,1.955,1.625,0,0,0,0,0
6/18/2002,1.865,1.47,0,0,0,0,0
6/19/2002,1.865,1.525,0,0,0,0,0
6/20/2002,1.835,1.52,0,0,0,0,0
6/21/2002,1.835,1.495,0,0,0,0,0
6/22/2002,1.79,1.5,0,0,1,6.7,0
6/23/2002,1.74,1.46,0,0,2,0,0
6/24/2002,1.755,1.425,0,0,0,0,0
6/25/2002,1.75,1.405,0,0,0,0,0
6/26/2002,1.745,1.41,0,0,0,0,0
6/27/2002,1.69,1.445,0,0,0,0,0
6/28/2002,1.63,1.405,0,0,0,0,0
6/29/2002,1.575,1.46,0,0,0,0,0
6/30/2002,1.545,1.56,0,0,0,0,0
7/1/2002,1.62,1.435,0,0,0,0,0
7/2/2002,1.61,1.36,0,0,0,0,0
7/3/2002,1.66,1.365,0,0,0,0,0
7/4/2002,1.58,1.355,0,0,0,12,0
7/5/2002,1.565,1.34,45.3,0,22,0,3.5
7/6/2002,2.135,,0,47.2,5,0,51.5
7/7/2002,1.835,,0,0,0,0,0
7/8/2002,1.88,1.48,0,0,0,0,0
7/9/2002,1.855,1.425,0,0,0,0,0
7/10/2002,1.74,1.4,0,0,0,0,0
7/11/2002,1.625,1.345,4.7,0,0,0,0
7/12/2002,1.61,1.47,0,9.6,0,0,0
7/13/2002,1.61,1.285,0,0,0,0,0
7/14/2002,1.575,1.25,0,0,0,0,1
7/15/2002,1.57,1.235,0,0,0,0,0
7/16/2002,1.535,1.225,0,0,0,0,0
7/17/2002,1.54,1.23,2.3,0,0,0,0
7/18/2002,1.575,1.32,0,0,0,0,0
7/19/2002,1.575,1.3,0,0,0,0.3,0
7/20/2002,1.525,1.29,0,0,0,0,25.5
7/21/2002,1.635,1.52,0,0,0,0,0
7/22/2002,1.69,1.425,0,0,0,0,0
7/23/2002,1.645,1.25,0,12,0,0,0
7/24/2002,1.735,1.25,9.8,14.1,0,1.3,0
7/25/2002,2.035,1.455,0,0,0,0,0
7/26/2002,1.585,1.425,0,0,0,0,37
7/27/2002,1.615,1.19,0,0,0,0,0
7/28/2002,1.615,1.125,0,0,0,0,0
7/29/2002,1.595,1.045,0,0,0,0,0
7/30/2002,1.495,1,0,0,2.3,0,0
7/31/2002,1.54,0.985,0,0,1,0,0
8/1/2002,1.61,1.01,0,0,0,0,0
8/2/2002,1.54,0.945,0,0,0,0,0
8/3/2002,1.505,0.885,0,0,1,0,0
8/4/2002,1.565,0.95,0,0,1,0,0
8/5/2002,1.495,0.96,1.7,0,0,0,0
8/6/2002,1.455,0.95,0,0,0,0,0
8/7/2002,1.435,0.9,0,0,0,0,0
8/8/2002,1.415,0.91,0,0,4.5,3.8,0
8/9/2002,1.41,1.15,0,0,0,0,0
8/10/2002,1.355,0.995,0,0,0,0.4,0
8/11/2002,1.37,0.95,0,0,0,0,0
8/12/2002,1.42,0.885,0,0,0,0,0
8/13/2002,1.34,0.865,0,0,0,0,0
8/14/2002,1.435,0.885,0,0,0,0,0
8/15/2002,1.33,0.94,0,0,0,0,0
8/16/2002,1.25,0.94,0,0,0,0,0
8/17/2002,1.19,0.805,0,0,0,0,0
8/18/2002,1.23,0.805,0,0,0,0,0
8/19/2002,1.14,0.82,0,0,1,0,0
8/20/2002,1.21,0.795,0,0,0,0,0
8/21/2002,1.22,0.71,0,0,0,0,0
8/22/2002,1.25,0.7,0,0,0,0,0
8/23/2002,1.215,0.7,0,0,0,0.3,0
8/24/2002,1.235,0.705,0,0,0,0,0
8/25/2002,1.225,0.7,0,0,0,0,5.4
8/26/2002,1.23,0.91,0,2.2,1,0,4.6
8/27/2002,1.265,1.085,28.7,0,0,0,10
8/28/2002,1.25,0.95,16.6,11.3,28,5.6,14
8/29/2002,1.405,1.245,0,41.3,2,20,7.8
8/30/2002,1.25,1.075,0,0,0,0,0
8/31/2002,1.455,1.215,0,0,,0,2
9/1/2002,1.485,1.085,0,0,0,2.2,4.5
9/2/2002,1.36,1.16,0,0,2,0,0
9/3/2002,1.27,1.06,0,0,0,0,0
9/4/2002,1.38,0.95,0,0,0,0,0
9/5/2002,1.26,0.895,0,0,0,0,0
9/6/2002,1.09,0.795,0,0,0,0,0
9/7/2002,1.135,0.785,0,0,0,0,0
9/8/2002,1.09,0.785,0,0,0,0,0
9/9/2002,1.045,0.795,4.8,0,0,0,0
9/10/2002,1.145,,0,0,3.5,0,0
9/11/2002,1.12,,0,0,0,0,0
9/12/2002,,,0,5.5,0,0,0
9/13/2002,,,0,0,0,0,0
9/14/2002,1.08,,2.3,0,0,0,0
9/15/2002,1.24,,0,0,0,0,0
9/16/2002,,0.88,16.8,0,0,0,0
9/17/2002,,0.95,0,0,0,0,1.7
9/18/2002,,,0,0,0,0,1.1
9/19/2002,1.2,1.14,7,0,0,0,0
9/20/2002,,,0,0,0,0,0
9/21/2002,1.13,,0,0,0,0,0
9/22/2002,1.39,0.995,15.5,0,18,0,2.7
9/23/2002,1.425,1.14,14.9,0,17,9.4,33
9/24/2002,1.62,1.15,0,29.6,16,10,11
9/25/2002,1.54,1.495,2.3,11.5,40,25,8.7
9/26/2002,1.6,1.01,0,24.3,15.2,5.2,2
9/27/2002,1.46,,0,6.3,4.5,20.8,0
9/28/2002,1.53,,0,0,0,1.8,0
9/29/2002,,,0,0,0,0,0
9/30/2002,,,0,0,,0,0
10/1/2002,,,0,0,0,0,0
10/2/2002,1.305,,0,0,0,0,0
10/3/2002,1.19,1.62,0,0,0,0,0
10/4/2002,1.145,,0,0,0,0,0
10/5/2002,1.085,1.44,0,0,0,0,0
10/6/2002,1.135,,0,0,16,0,0
10/7/2002,1.105,,0,0,0,0,0
10/8/2002,1.32,,0,30,0,0,0
10/9/2002,,,0,0,0,0,0
10/10/2002,,,0,0,0,0,0
10/11/2002,,,0,0,0,0,0
10/12/2002,,,0,0,0,0,0
10/13/2002,,,0,0,8,0,0
10/14/2002,,1.5,53,0,9,0.7,7.1
10/15/2002,,,0,44.5,0,24.5,0
10/16/2002,1.4,,3.6,24.3,4,0,0
10/17/2002,1.29,1.92,3.9,11.5,0,2.4,38.4
10/18/2002,1.34,,0,13.6,0,0,7.5
10/19/2002,,,11.2,10.1,28,26.6,0
10/20/2002,,1.8,3.8,0,7.5,10.4,0
10/21/2002,1.99,,0.4,14.2,0.2,0.7,14.7
10/22/2002,,2.6,13.2,1.3,0,0.7,22.2
10/23/2002,1.49,1.8,0,4.6,2.2,8,3.7
10/24/2002,1.72,1.815,0,0,9.5,0.6,0
10/25/2002,,3.16,0,3.4,1.5,8,10.5
10/26/2002,,2.33,0.8,19,5.1,24.8,0
10/27/2002,,1.88,13.4,11,33,30.3,4.9
10/28/2002,,,0,6.6,14,53.4,0
10/29/2002,2.04,2.16,0,9,33.5,45.8,27.8
10/30/2002,2.37,,0,0,8.1,22.2,0
10/31/2002,,,0,0,,0,0
11/1/2002,1.7,,0,0,0,0,24.8
11/2/2002,2.04,1.84,3.2,3.5,4.5,0,0
11/3/2002,1.75,1.94,0,0,1,0,0
11/4/2002,1.755,,9.7,0,37,7.5,17.8
11/5/2002,,,0,14.9,0.1,5.7,0
11/6/2002,,,0,0,2.3,4.4,0
11/7/2002,,2.12,0,5.8,8.3,6,4.5
11/8/2002,,,3.4,0,28,20.5,0
11/9/2002,2.01,,6.6,0,25.8,0,0
11/10/2002,2.56,,0,0,0,0,0
11/11/2002,,,0,0,0,0,0
11/12/2002,,,0,2.6,0,0,8.8
11/13/2002,,1.93,0,12.2,0.1,9.8,22
11/14/2002,,2.08,0,0,0,0,0
11/15/2002,,2.02,0,0,0,0,0
11/16/2002,1.69,,0,0,0,0,0
11/17/2002,1.665,,0,0,1,0,0
11/18/2002,1.53,,0,0,0,2.7,0
11/19/2002,1.58,2.43,2.3,0,2,0,0
11/20/2002,1.515,,0,0,0,0,0
11/21/2002,1.525,,0,0,0,0,0
11/22/2002,1.54,,0,0,0,0,0
11/23/2002,1.54,1.6,0,0,0,0,0
11/24/2002,1.46,1.5,0,0,0,0,0
11/25/2002,1.445,1.56,0,0,0,0,0
11/26/2002,1.51,1.265,0,0,0,0,0
11/27/2002,1.42,1.225,0,0,0,0,0
11/28/2002,1.245,1.35,0,11,0,0,0
11/29/2002,1.305,1.2,0,0,0,0,0
11/30/2002,1.45,1.225,0,0,,0,0
12/1/2002,,1.3,0,0,0,0,17.2
12/2/2002,,1.27,0,7.7,0,0,12
12/3/2002,1.31,1.395,0,0,0,0,36.4
12/4/2002,,1.17,0,0,0,0,0
12/5/2002,1.2,1.095,0,30.1,2,7.9,0
12/6/2002,1.54,1.15,27,9.5,9,9.9,10
12/7/2002,,1.35,0,14.5,4,27.8,0
12/8/2002,1.6,1.45,21.5,1.2,0,34.5,0
12/9/2002,,1.25,0,0,8,29.1,0
12/10/2002,,1.35,46.5,53.7,3.5,17.2,0
12/11/2002,2.08,2.02,0,0,0,0,0
12/12/2002,,1.62,0,0,0,0,0
12/13/2002,,,6.3,0,36,19.5,36.5
12/14/2002,,,0,0,14,35.9,0
12/15/2002,2.52,2,19.3,11.2,53,28.5,9.5
12/16/2002,,2.14,3.8,29.9,30,40,0
12/17/2002,3.4,2.12,31.6,1.7,0.1,20,29.5
12/18/2002,2.48,2.3,17.4,0,0,0,0
12/19/2002,,2.55,22.1,30,28,10,2.2
12/20/2002,,,13.5,26.5,0.7,0,0
12/21/2002,,2.49,0,0,0,0,0
12/22/2002,,2.01,0,0,0,0,0
12/23/2002,,,0,0,0,0,0
12/24/2002,1.84,,0,0,0,0,0
12/25/2002,1.78,1.845,0,0,0,10,0
12/26/2002,1.785,1.4,0,0,0,0,0
12/27/2002,1.725,1.5,0,3.7,0,0,0
12/28/2002,1.595,1.4,0,69,1.5,26.9,0
12/29/2002,2.24,1.82,0,3.6,0,0,0
12/30/2002,1.61,1.4,0,0,0.1,0,0
12/31/2002,1.535,1.27,0,0,0,0,0
1/1/2003,,1.29,0,0,0,0,0
1/2/2003,,1.21,0,0,0,0,0
