DATE,ARRANCAPLUMAS,PUERTOSALGAR,PUERTOINMARCO,PUERTOBERRIO,BARRANCABERMEJA,PUERTOWILCHES,SANPABLO,GAMARRA,ELBANCO,MAGANGUEESPERANZA,PLATO,CALAMAR
04/02/2003,0.19916486,0.192,0.189254672,0.186034443,0.160995754,0.134467028,0.131196181,0.122003585,0.097315936,0.07874037,0.075592904,0.074576936
05/02/2003,0.346548226,0.352,1.620399942,1.665543337,1.678227763,1.412580268,1.409845274,1.294750797,1.047799571,1.288297656,1.236877938,1.220283241
06/02/2003,0.175285566,0.214,0.52066662,0.56071974,0.938302353,0.940899219,1.117011139,1.040068546,0.859628591,1.176325513,1.129304589,1.114126756
07/02/2003,0.343015035,0.366,1.784697185,1.909607214,2.486177059,2.744550698,2.789748797,2.937303235,2.442361655,3.483432384,3.34976002,3.305353534
08/02/2003,0.124149981,0.143,1.088794432,1.27733753,2.357241049,2.696677833,2.835756771,2.709712749,2.295959975,2.239028822,2.166108733,2.146956231
09/02/2003,0.815261409,0.982,3.217306615,3.409376549,3.877993616,5.063204247,5.12154867,5.524519151,4.668565974,4.744290693,4.575574508,4.516991509
10/02/2003,3.408436023,3.818,4.565181229,4.533750878,4.485272114,4.101430624,4.025225746,3.77688065,3.042848056,3.177770744,3.055631716,3.015290317
11/02/2003,2.028194166,2.436,4.207708291,4.266009729,4.6497308,4.880557253,4.788554199,4.670988833,3.755932541,4.219440019,4.065913149,4.016148784
12/02/2003,2.346269725,2.712,4.723854688,4.744605214,4.777688116,4.936240487,4.799749222,4.489855342,3.595247301,3.140993655,3.018926405,2.978836827
13/02/2003,1.865185393,2.071,3.409647725,3.426496862,3.769611011,3.789233679,3.727096795,3.69703346,2.982344875,2.799036171,2.687304445,2.651281303
14/02/2003,9.488634667,9.421,8.134054857,7.931961393,6.775361923,5.736840244,5.542656602,5.120091243,4.081288215,4.141501834,3.976046379,3.922670609
15/02/2003,6.606090488,6.703,6.141439637,6.007616373,5.326131251,4.365666503,4.217631358,3.86578253,3.089006495,2.968834054,2.85041676,2.81223384
16/02/2003,6.008617809,5.934,5.017055809,4.908248784,4.403073254,3.73361469,3.623101495,3.402888146,2.722526615,3.219761072,3.095590684,3.061924198
17/02/2003,5.441673761,5.698,7.443881645,7.457463205,8.281876677,7.408881508,7.38829611,7.234552074,5.836604585,5.855146061,5.636830511,5.565164047
18/02/2003,2.820736099,3.074,3.092249953,3.048371964,2.789404454,2.338907025,2.294878323,2.122052558,1.870478684,2.636151158,2.58200366,2.558640192
19/02/2003,2.304507359,2.314,2.757359351,2.728415529,2.654631666,2.428156506,2.426135731,2.260432625,1.910003552,2.002373138,1.971046935,1.961032672
20/02/2003,0.358382152,0.349,0.297996947,0.291268169,0.256149209,0.23085092,0.224087591,0.218310775,0.176911499,0.203691169,0.19554908,0.192920904
21/02/2003,1.604321237,1.552,1.301009101,1.30165014,1.160225368,0.938644518,0.913719267,0.842604,0.827713905,0.600034081,0.587576972,0.591934051
22/02/2003,0.250845206,0.251,0.280472764,0.283010783,0.352581747,0.406475767,0.428668131,0.41369755,0.578072246,0.504620771,0.495689342,0.491518828
23/02/2003,1.256937696,1.622,2.485808689,2.458316368,2.312308938,2.270615225,2.521020413,2.846505058,2.508378848,1.968510419,1.916103631,1.913593256
24/02/2003,0.584113461,0.614,1.053500672,1.094453573,1.232485187,1.415468236,1.503736717,1.52546215,1.520242327,1.28922805,1.259007938,1.244955941
25/02/2003,10.79823727,11.052,11.76044389,11.66168219,10.89900082,10.01788859,9.787124634,9.331778097,7.599117721,8.609415671,8.293870399,8.199181929
26/02/2003,5.918519712,5.789,5.208517591,5.144550462,4.750962686,4.530969675,4.488060307,4.307880461,3.868003872,4.188014334,4.050134839,4.02582319
27/02/2003,12.14695609,11.865,10.61828426,10.44480486,9.936583166,8.912075068,8.664777265,7.971951956,6.530489278,6.228096875,6.00248068,5.926861004
28/02/2003,5.052752925,4.925,4.270187787,4.262473706,4.965197104,4.260964134,4.292937954,3.97883405,3.199818275,2.486231018,2.387204697,2.355137361
01/03/2003,0.936377033,1.005,1.782820312,1.784277401,1.747986469,1.547708535,1.509527148,1.485498626,1.200330211,0.943618315,0.906235817,0.894119608
02/03/2003,2.109503444,3.598,5.290016135,5.217617877,4.702697836,3.807063147,3.685230719,3.377789568,2.692854908,2.593693886,2.505184054,2.47738727
03/03/2003,8.285614,8.052,6.529749399,6.3741989,5.653714129,4.680642724,4.579477395,4.308600358,3.949450884,3.176954321,3.065593024,3.024457791
04/03/2003,1.518661745,1.528,1.291108236,1.259235697,1.073213807,0.861251799,0.831227678,0.763644065,0.64012339,0.462165863,0.443756703,0.437795148
05/03/2003,0.101335626,0.098,0.149012449,0.162354089,0.375375795,0.377042085,0.480545775,0.457790699,0.405056507,0.377879179,0.364632562,0.36306307
06/03/2003,0.058778122,0.057,0.104213852,0.106808096,0.095606483,0.077275422,0.076773408,0.076799933,0.075484246,0.079206067,0.076233351,0.075231485
07/03/2003,0.0683228,0.078,0.083797229,0.082302339,0.070634141,0.058821572,0.056871177,0.052100821,0.044834862,0.04906459,0.067294834,0.074187545
08/03/2003,0.090734262,0.096,0.466246934,0.48905981,0.68557172,0.716543447,0.710778952,0.654216482,0.525830082,0.512443315,0.492023757,0.485479261
09/03/2003,0.275931043,0.395,1.413227196,1.457304798,1.942939519,1.856749391,1.824323808,1.697261874,1.3771243,1.221200712,1.176834052,1.167089307
10/03/2003,0.67763356,0.91,1.624343369,1.81233197,2.074409542,2.10068273,2.087880123,1.973646828,1.651767124,1.601234208,1.538137907,1.517465362
11/03/2003,0.805875651,0.824,1.142046674,1.195215441,1.198576331,1.162119938,1.15033478,1.072415695,0.920352514,0.956700713,0.924785486,0.919559997
12/03/2003,1.686877542,1.875,2.350699225,2.336276674,2.223485943,1.989222718,1.946450118,1.795310508,1.439449674,1.469333029,1.411366426,1.393016339
13/03/2003,12.3097484,12.735,15.19794658,15.46062613,16.76573907,16.53222461,16.41592057,15.81362066,12.81875242,11.5252869,11.06728873,10.91868449
14/03/2003,11.96357042,11.803,10.50741138,10.26561807,8.702062777,7.151086027,6.9331032,6.447220758,6.742458339,6.804642505,6.658413408,6.581105624
15/03/2003,10.31505617,10.725,11.96320318,12.03770181,12.50186515,12.34596375,13.12195316,13.21405228,15.09790534,14.01028751,13.66386417,13.51182857
16/03/2003,13.20253887,13.049,11.9070796,11.69741052,10.37030763,9.575529618,9.333706409,8.839924005,7.258621952,7.148568395,6.923487128,6.86388459
17/03/2003,2.460114819,2.569,3.911644792,4.083745009,6.158838041,7.119583665,7.574600617,8.176791511,7.502445405,6.7108296,6.497876348,6.443606214
18/03/2003,6.441741475,6.665,8.27155888,8.260498002,8.255127976,8.208487601,8.101062493,8.261556211,7.911162331,7.561993125,7.482675071,7.428280866
19/03/2003,2.506770616,2.628,3.261570143,3.269409176,3.897118221,3.965875591,3.961210664,3.932545316,3.641421834,4.446266147,4.410976048,4.402337274
20/03/2003,9.547898483,9.445,8.775747145,8.63069642,7.980438155,7.32132533,7.11183989,6.63064227,5.493962082,5.332423178,5.211509796,5.156350844
21/03/2003,6.890856017,6.901,7.617491746,7.594307105,7.910983251,8.322598089,8.208144582,8.192416394,6.647223581,5.973847548,5.73686537,5.661042735
22/03/2003,3.851443707,3.862,3.529362529,3.445089565,3.001676228,2.990198231,2.899457595,2.809022544,2.259136533,2.092076824,2.016657263,1.993749387
23/03/2003,4.085983423,4.001,3.477105451,3.39262542,2.892006041,2.53371245,2.445333113,2.25564284,1.920406272,1.907331705,1.837512678,1.822465091
24/03/2003,6.30717875,6.355,5.470161508,5.390157014,5.005652726,4.57582082,4.508032676,4.472468528,4.025467497,3.58226084,3.469586865,3.428762453
25/03/2003,17.15820561,17.054,14.89017322,14.53265035,12.49784121,10.56988533,10.28000259,9.638453716,7.975434649,7.128854369,6.856368009,6.773950784
26/03/2003,17.52895168,17.331,15.30570554,14.981188,13.21080487,12.2538982,11.9059923,11.30217331,9.653102127,8.329101238,8.017759101,7.916220573
27/03/2003,8.409578906,8.217,7.22648477,7.083525606,6.582164474,6.451370122,6.470889584,7.162223859,6.138968339,5.085237206,5.377623398,5.346150545
28/03/2003,3.332385484,3.355,4.27189163,4.353122303,5.004956829,6.179576121,6.134158334,6.300955813,5.531829781,5.062359051,4.876792463,4.821330606
29/03/2003,3.149047092,3.19,3.678432593,3.618680462,3.180297956,2.965492217,2.885164749,2.771118976,2.678078167,2.588683702,2.503010062,2.48284765
30/03/2003,3.885880272,4.154,5.692997885,5.994734223,8.465584495,7.796510659,8.342642822,9.777457248,9.010621416,9.837745073,9.695676903,9.63648977
31/03/2003,2.262740305,2.237,2.081874495,2.045831217,1.836621524,1.801488561,1.776535369,1.762874308,1.605416204,1.550667935,1.497656116,1.478469436
01/04/2003,1.260281577,1.244,1.325085362,1.305947495,1.14812664,1.033589699,1.007144812,1.012218063,0.952806673,0.794955305,0.763644554,0.753392118
02/04/2003,0.847194037,0.838,0.765084194,0.75040302,0.671394213,0.778993743,0.756915756,0.69443603,0.556906074,0.432664443,0.424222129,0.432206845
03/04/2003,2.041320097,2.188,2.864781248,2.894999379,2.841839954,2.689212663,2.633234801,2.497980875,2.071266691,1.840920145,1.770575868,1.746930052
04/04/2003,0.571682955,0.567,0.870772714,0.870611782,0.920153234,1.214802063,1.202208475,1.214157062,1.072590486,1.07608959,1.037534397,1.02675246
05/04/2003,0.64765943,0.679,1.010746395,1.058225273,1.697667126,2.346614871,2.554229936,2.759561976,2.756938313,2.011636917,1.952053787,1.938558637
06/04/2003,0.323562839,0.328,0.560531774,0.574726346,0.728408921,0.885978586,0.914896084,0.89693635,0.91425194,0.812034077,0.786907033,0.786641569
07/04/2003,1.38870723,1.577,3.06185891,3.290531286,5.038994223,5.166682204,5.283536983,5.274591971,4.926313821,6.431624732,6.236452404,6.196722094
08/04/2003,5.364046807,5.49,5.910829019,5.839277964,5.832101744,5.963024378,6.113881243,6.217483478,7.227691707,7.394590726,7.238867157,7.166284771
09/04/2003,15.00583166,15.425,16.11392474,15.92654358,14.8963655,13.98217162,13.64434648,12.95610576,12.14740831,12.37966574,12.07074655,11.95606145
10/04/2003,4.764458375,4.786,5.652737255,5.653469583,5.49822978,5.799595356,5.713909289,5.410280665,5.252715149,4.359588022,4.479208376,4.473713762
11/04/2003,6.142381413,7.046,9.82210692,9.768575441,9.787849456,9.751075406,9.823344258,9.521065335,8.526337484,8.657720019,8.411849388,8.374043027
12/04/2003,6.993477322,7.07,7.962527434,8.08814444,9.68306468,9.606117158,10.2721185,12.06547943,14.2860829,18.14152087,18.30592091,18.28076358
13/04/2003,14.51379037,15.568,18.71670419,18.58817496,18.04351749,16.44902885,16.26499645,15.71938549,14.32720752,14.51458869,14.10419645,14.02029638
14/04/2003,7.817646245,8.631,14.12117141,14.51627049,15.75641341,15.14993073,15.18828547,14.78282115,13.75489658,13.59661719,13.32446693,13.20043906
15/04/2003,10.06018359,10.149,10.37129609,10.32037646,10.29022076,10.96438323,10.83912716,10.36150884,10.64078301,10.03804401,9.826507727,9.795463304
16/04/2003,10.55912534,10.451,10.53394579,10.74495163,12.21324142,11.55595839,11.79462022,11.24779096,10.30686848,10.2091854,9.986840777,9.876987667
17/04/2003,9.219278533,9.098,8.015322699,7.854187947,7.261101424,7.100784301,6.93616958,6.636157296,7.797607774,7.449272403,7.267193658,7.187659212
18/04/2003,8.783852166,9.436,10.53965692,10.5841124,11.96343824,12.8052151,12.63717932,12.66032942,11.83140175,10.6304614,10.28250336,10.15771066
19/04/2003,12.74810254,12.511,11.25684608,11.08526201,10.56125243,10.69652196,10.41229007,9.770357038,8.646330519,7.267713424,7.126911937,7.104389514
20/04/2003,11.87932684,11.598,11.51755226,11.66825188,12.36059499,11.63733733,11.66097659,11.14232233,9.90494565,10.28773389,10.11306302,10.06805478
21/04/2003,22.57605389,22.459,20.23862202,19.86349389,18.35323373,17.25312618,17.28352643,16.54811699,16.6576077,16.49983262,16.06070758,16.00055386
22/04/2003,6.52841634,6.494,7.258389818,7.224297624,7.505925049,7.301212509,7.630461359,9.358636274,10.49140821,13.36119308,13.24001191,13.22484349
23/04/2003,5.610608275,6.01,8.033401959,8.026520468,7.726926715,7.18547105,7.07324372,6.746437045,6.283592448,5.765498696,5.593054512,5.543321136
24/04/2003,4.688425968,5.094,7.595942087,7.8631518,10.24884658,11.04506593,11.46547301,12.68970704,12.23605439,11.82934968,11.57045059,11.4522428
25/04/2003,2.974387491,3.024,3.583179462,3.722553062,4.665156852,5.346287697,5.347236658,5.108156869,4.54880904,4.91863421,4.75792686,4.709494813
26/04/2003,5.382029779,5.868,6.943879419,6.883793874,6.696998029,6.54003293,6.443400807,6.226018204,5.741621623,6.519677047,6.519588966,6.495484304
27/04/2003,1.037035289,1.115,2.715603522,2.779460377,3.188474308,3.090515321,3.266761203,3.553731875,3.486774104,4.701256404,4.602756079,4.615811976
28/04/2003,0.628033051,0.785,1.81646268,1.915920206,2.60682271,2.752831652,2.990579961,3.025319943,3.487563086,4.403884671,4.337113188,4.362183674
29/04/2003,2.043774728,1.993,2.108454957,2.123824906,2.247343776,2.21100293,2.242595426,2.186771604,2.590806252,3.481986436,3.48793733,3.576012929
30/04/2003,1.811795392,1.776,2.249411436,2.284387337,3.126454932,3.169826408,3.328691,3.396472922,3.446376469,2.751420895,2.724835136,2.724430394
01/05/2003,0.357911387,0.35,0.695711263,0.948544121,2.145906423,2.444433261,2.930491799,3.240568141,2.856179559,2.604065954,2.531229597,2.503737606
02/05/2003,1.976218773,2.017,2.668520445,2.685596436,3.094163549,3.093344235,3.478134977,3.947238559,3.837338011,4.584205346,4.461711708,4.426382045
03/05/2003,2.589789872,2.813,3.403643886,3.432978545,4.373008301,5.879070424,5.873447146,6.042019957,6.610105289,7.237730842,7.062779728,6.98945748
04/05/2003,3.853052471,4.073,6.449429899,6.835890454,8.573245428,8.751109156,9.324846744,10.06689942,10.02069355,9.529894954,9.299933791,9.197014226
05/05/2003,3.984463047,3.894,4.04517155,4.082053085,4.705828116,5.221457768,5.144767085,4.846797764,4.430518994,4.962250891,4.790627569,4.730856682
06/05/2003,2.46547874,2.424,3.951847502,4.143938292,5.272563728,5.824304371,6.010861658,6.347591202,5.533017978,5.446684502,5.279931364,5.216385019
07/05/2003,2.661167822,2.691,3.975121289,4.106795135,4.73465716,5.010076651,5.013245275,4.984231888,4.564294407,5.863312762,5.700425187,5.652193498
08/05/2003,5.897587426,5.795,6.455969031,6.436834769,6.550082417,6.203579919,6.111161882,5.685504641,4.854740973,5.811573445,5.990980834,5.970446645
09/05/2003,2.451423276,2.424,5.066236024,5.466797907,7.385873093,6.973928453,7.427669112,7.879226753,7.896163579,8.736421212,8.621821863,8.591008132
10/05/2003,1.203794629,1.193,1.777223855,1.869808147,2.57622979,2.672984449,2.864198203,2.790191671,2.628874593,4.682800812,4.571901674,4.539711481
11/05/2003,2.208418883,2.166,3.34586563,3.58858994,5.962372274,6.019828911,6.578909492,7.000486402,6.281461085,7.935375161,7.671859199,7.595214864
12/05/2003,8.294695347,8.552,10.46499399,10.51872008,10.87864686,10.21067577,10.1572712,9.79382598,8.431536008,7.658747066,7.376389423,7.2902582
13/05/2003,2.549172329,2.481,2.305379949,2.288810742,2.416201313,3.263059797,3.18381906,3.035253081,2.654774552,2.477941924,2.391910098,2.370220233
14/05/2003,0.879221941,0.877,0.76804793,0.768912462,0.889081071,0.994687552,0.988393466,0.985781712,1.203272128,1.620322798,1.634722516,1.669936248
15/05/2003,1.627812274,1.607,1.710564725,1.811129587,2.723265765,3.121913604,3.162893412,3.091468209,2.879511612,3.042391212,2.99909242,3.017892254
16/05/2003,1.443851346,1.421,1.382340221,1.370047093,1.386252875,1.623457136,1.652358128,1.738042712,1.959017284,2.415143679,2.422225174,2.413781111
17/05/2003,2.789417451,2.793,3.139105637,3.151009103,3.566316466,3.816922334,4.39256821,4.948190176,5.358148904,7.137425852,6.996173885,6.923946144
18/05/2003,8.456967303,9.812,15.62506206,15.60342561,15.61883097,13.99537108,14.31054626,14.17015802,16.51133654,18.96859519,18.57552905,18.41713258
19/05/2003,4.039715297,4.448,5.263745218,5.289092842,5.438602777,6.21663559,6.145628422,6.574752748,6.299041745,4.909668754,4.81664133,4.804955893
20/05/2003,1.758363526,1.713,1.883861913,1.857582748,1.674311652,1.533469432,1.530571152,1.471188253,3.20149164,3.788806733,3.892661403,3.868469465
21/05/2003,3.32850891,3.456,5.118871195,5.719741795,8.877496184,9.676409647,9.937998729,9.573009195,9.000794785,9.303830797,9.076257233,8.989310811
22/05/2003,3.535853911,3.441,3.025034076,2.99400639,3.020997448,3.41407982,3.487720069,3.424746008,3.484675295,3.520748616,3.489574802,3.475773466
23/05/2003,2.466510797,2.666,4.461347035,4.585891217,5.557594251,5.937739425,6.211082548,6.134868938,6.498079249,7.068901396,7.132017892,7.10335243
24/05/2003,2.172696616,2.22,4.288295456,4.541498045,6.97789449,7.244298302,7.456102716,7.391468897,7.004045735,7.792720992,7.709770728,7.641991384
25/05/2003,1.473279823,1.481,3.182331934,3.274589772,4.012016898,3.909547246,3.939124536,3.666474126,3.154681039,3.617062743,3.519425491,3.509979212
26/05/2003,6.085161877,5.987,5.802468591,5.764572622,6.121510066,5.593340289,5.735972805,5.659079029,5.165207006,4.867225418,4.791502251,4.765449417
27/05/2003,3.635575386,3.502,3.012224863,2.967759021,2.832660364,2.507104844,2.459315688,2.360609918,2.102251256,2.125226035,2.057290712,2.03441168
28/05/2003,1.725701513,1.714,1.935680059,2.128051501,3.238335505,3.255965236,3.497256173,3.885017941,3.854418273,3.92080785,3.794145164,3.762868933
29/05/2003,2.450467403,2.584,6.186714606,6.537089884,8.585795778,8.194447797,8.830892419,8.963549791,8.819077959,9.710359462,9.546348592,9.494763582
30/05/2003,1.487418656,1.661,1.895797187,1.925394637,2.068531757,2.082114348,2.127661932,2.05956321,2.701073679,3.431185108,3.526041176,3.556164331
31/05/2003,3.103109597,3.068,3.793620061,3.788255292,4.026033808,4.189701224,4.219324724,4.155821948,6.022864792,5.106865136,5.22283947,5.330480142
01/06/2003,7.062446392,7.899,10.48094042,10.4527918,10.7360814,10.03932215,9.972719692,10.40682078,11.04199584,11.94926088,11.96688018,11.90754992
02/06/2003,4.819863536,5.531,10.20119508,10.8947708,13.37957889,13.41482455,13.9724083,16.61936248,17.01253883,18.98792166,18.98066166,18.81925095
03/06/2003,8.172755132,8.039,7.617138744,7.550389374,7.508105052,6.788107038,7.06390231,6.845376172,6.170518785,6.031179833,5.866004598,5.854908449
04/06/2003,4.250895923,4.206,4.212526527,4.188343256,4.336514988,5.064905171,4.924975405,4.595381335,3.779896825,3.959468268,3.815171418,3.777804728
05/06/2003,3.480226943,3.676,3.92562217,3.986530854,4.033677617,3.88841691,3.833724991,3.593941896,3.573146783,3.861375386,3.856385535,3.860638489
06/06/2003,7.212491406,8.03,11.33933588,11.34601341,11.33004995,10.67175116,10.4587104,9.875292821,8.915822472,8.199448106,8.012960523,7.951975217
07/06/2003,0.428139713,0.418,0.364510144,0.361865806,0.385800046,0.757616088,0.7926184,0.754857082,0.86653419,1.115784733,1.139879712,1.131110531
08/06/2003,0.465263565,0.456,0.368335103,0.359936055,0.339117797,0.597692538,0.60276097,0.610135374,0.762205299,1.256846012,1.279389878,1.284322767
09/06/2003,0.513888515,0.504,0.559999881,0.59341665,1.157046322,1.910384174,1.970860211,2.072048257,2.453461609,2.859453654,2.922712584,2.963548283
10/06/2003,1.106336863,1.284,3.396210435,3.554485187,4.810019793,5.361639198,5.496144806,5.846016577,6.538121852,8.712931584,8.672043471,8.591874667
11/06/2003,6.172264097,6.295,7.051128188,7.08915786,7.441549994,7.455849494,7.72842984,8.28819268,8.424344582,9.282822122,9.196814258,9.185244707
12/06/2003,9.663649852,9.933,12.86128477,12.96628608,13.60373195,13.05141508,13.50430832,14.22232391,14.90514568,13.90774723,13.59356877,13.55657976
13/06/2003,6.958514957,6.801,8.269866055,8.511738195,9.07697116,8.174152694,8.278784931,7.742950871,8.395182644,8.714517278,9.135643426,9.273439656
14/06/2003,8.490443238,8.521,10.78298281,11.0972587,12.65802717,11.35332633,12.04280378,11.44192891,10.7987641,14.01656336,13.63166324,13.52435806
15/06/2003,5.337924927,5.268,4.60605762,4.564288799,5.227072586,5.101823653,5.111793697,4.886658452,4.748428844,4.642574631,4.556155598,4.585519023
16/06/2003,6.666222987,7.662,11.26433797,11.50308984,12.96176579,12.37015054,12.68869413,12.66195919,12.77350216,12.72840702,12.57050204,12.51077375
17/06/2003,4.943348737,5.174,8.139911464,8.30787801,9.666993815,11.01447332,11.17438357,11.14553017,15.34087212,19.83221144,21.29825988,21.56725443
18/06/2003,5.012968651,5.159,7.000977937,6.986997534,6.474996152,5.69300928,5.596072272,5.480347888,5.894014974,5.973031985,6.38822243,6.554352274
19/06/2003,4.536589196,4.53,5.523325331,5.645067341,6.036380651,6.335636402,6.450904505,6.137212079,6.73834236,5.639428209,5.492810036,5.455126624
20/06/2003,1.18474637,1.19,1.786677993,1.996078339,2.537017647,2.493715213,2.76927153,3.086167412,3.719294987,4.39811458,4.428361559,4.395428067
21/06/2003,1.486172453,1.499,2.078168959,2.161343791,3.112316167,3.637225763,3.903046099,3.992746147,4.426219195,5.739026911,5.656681849,5.652773443
22/06/2003,1.937626872,2.065,3.547849169,3.569469231,3.75616025,4.045596415,4.110116559,4.139274393,4.499533189,4.715717812,5.107685793,5.252807601
23/06/2003,1.650292777,2.034,3.897318302,3.923452261,3.975126347,3.506710271,3.598964668,3.401041578,2.985737354,3.551939978,3.430520919,3.39397071
24/06/2003,0.965284692,0.951,2.521104159,2.605697462,2.566231823,2.3028668,2.408939988,2.296618868,2.15441368,2.175361581,2.139570396,2.152299562
25/06/2003,2.215992424,2.131,1.694847165,1.658668594,1.581570628,1.739568118,1.74037926,1.649856155,2.414755316,4.248082718,4.327254889,4.334844375
26/06/2003,1.876833912,1.805,1.452438544,1.434306015,1.414525717,1.546127347,1.505107475,1.500614465,1.425703755,1.040448316,1.007415345,1.002877202
27/06/2003,0.269531928,0.262,0.565908646,0.621792394,1.158814218,1.293320387,1.637598826,1.673976048,1.559540084,2.961840788,2.868825775,2.835411843
28/06/2003,1.158110661,1.15,1.07173185,1.09289234,1.4418396,1.727344443,1.975892335,2.043052003,2.349278463,4.627006096,4.86433814,4.868999639
29/06/2003,2.160515976,2.107,2.011926752,1.999343054,2.046652997,2.063880641,2.104360874,2.174931562,2.548892424,2.466521634,2.449721094,2.478113055
30/06/2003,1.509162578,1.662,3.573053542,4.175749351,8.541802337,9.660752544,10.91658627,13.55453241,13.59237333,14.70442828,14.36101549,14.20665316
01/07/2003,0.545932532,0.556,0.624780496,0.623986444,0.649915343,0.969712997,0.985078326,0.99792356,0.848156341,1.211180569,1.166638876,1.153149466
02/07/2003,0.833740777,0.894,1.276636873,1.660298612,2.433064905,2.121329198,2.213617528,2.057088588,1.775762012,2.031688644,1.997426609,2.001168399
03/07/2003,1.021139413,1.004,1.633139271,1.894761423,4.723990625,5.49575561,6.287576368,7.025700402,6.961386333,6.813775754,6.668395834,6.625524892
04/07/2003,1.325609254,1.339,2.30749777,2.437462476,3.077871018,3.290396755,3.622091206,3.487284923,4.212608266,4.691297937,4.782327095,4.804965888
05/07/2003,2.261219072,2.303,3.761909085,3.864471876,4.242889573,4.347527992,4.319874276,4.238026618,4.266681823,4.40626645,4.282819827,4.250372974
06/07/2003,2.698944082,2.711,4.903789249,5.352631997,6.445332351,5.528388203,5.775092477,5.386930238,4.675757797,5.197122977,5.037422125,4.98417039
07/07/2003,9.200727977,9.007,8.439028154,8.334496474,7.781109511,6.877353738,6.997910413,7.484382202,7.980505859,8.267117728,8.269980842,8.310234599
08/07/2003,4.730977432,4.596,5.107868159,5.103716776,5.311913903,5.135108509,5.526756308,5.407287376,5.977944086,8.785352219,8.736240104,8.699478289
09/07/2003,2.028672754,2.044,2.615470174,2.692214717,4.103417792,4.161297932,4.859489636,4.959553707,6.470340605,8.062649955,8.052079758,8.027762632
10/07/2003,3.659259596,3.708,5.078483763,5.061317442,4.684874741,4.475483207,4.470167615,4.886188636,5.160216242,4.816497284,4.797214851,4.854199464
11/07/2003,4.363323456,4.631,4.324247649,4.235234886,3.849091624,4.654897797,4.644603641,4.898764133,5.239939556,5.159222734,5.097308999,5.160484838
12/07/2003,1.738078892,1.737,2.389128397,2.417159977,2.811510256,3.233195817,3.337226871,3.671693091,4.436901396,7.274691991,7.241831984,7.252345451
13/07/2003,1.743377316,1.746,2.158918234,2.169956286,2.318557191,2.665618529,2.627740997,2.537108348,2.168130656,2.151859303,2.084277692,2.069357254
14/07/2003,0.154786451,0.16,0.165714606,0.170899726,0.282340166,0.5630761,0.551171084,0.565841878,0.513091611,0.573724575,0.56510239,0.571342914
15/07/2003,0.270648107,0.276,0.31900309,0.321345574,0.381171587,0.562976219,0.578703321,0.58988615,0.698636834,1.125846161,1.174278996,1.194813217
16/07/2003,3.75230998,4.146,4.461771491,4.533002884,6.186166903,6.560317635,7.281410433,7.947757588,8.621772681,10.80830712,10.69888414,10.65626188
17/07/2003,1.120683029,1.096,1.0905326,1.083360953,1.182381281,1.999322652,1.953025942,1.991230134,1.662189367,1.451948962,1.465332057,1.457183516
18/07/2003,0.399316252,0.386,0.338750042,0.33996045,0.413910546,0.635394532,0.644155899,0.598837218,0.536918951,1.170697706,1.12916694,1.117831808
19/07/2003,0.294377429,0.283,0.246358987,0.249698393,0.337385251,0.505445883,0.513519056,0.480472281,0.559637689,0.508446898,0.500761215,0.507472757
20/07/2003,0.6731161,0.651,0.525356217,0.513453918,0.478093213,0.684447125,0.662900974,0.640563467,0.72138928,0.549602885,0.548943952,0.555914349
21/07/2003,0.605171544,0.583,0.504388891,0.502391977,0.56163733,0.83546669,0.809296713,0.806098048,0.785970582,0.615019562,0.595794155,0.58832852
22/07/2003,0.712335938,0.686,0.591678891,0.590331004,0.706129233,0.939258854,0.948054915,0.963506619,0.826887675,0.862789387,0.848341926,0.85922573
23/07/2003,0.752407775,0.724,0.819160465,0.952527981,3.040631918,3.869291971,4.783499941,5.5550825,5.440091841,7.299087914,7.19321646,7.157233362
24/07/2003,1.533786687,1.503,1.895494408,2.15711639,3.26693045,3.679415258,3.836161781,3.732670876,3.763412649,4.448566704,4.378397062,4.384949422
25/07/2003,1.061499761,1.033,0.976326325,0.991547417,1.271171293,1.513475258,1.734337114,2.095262187,2.562148095,5.097994581,5.037188138,5.066069302
26/07/2003,1.948600729,1.895,1.683116008,1.726140374,2.440250984,3.151290686,3.415924546,3.631524923,3.787825808,5.20572635,5.119445978,5.102828829
27/07/2003,0.779700378,0.752,0.66417061,0.664090777,0.815051963,1.189887384,1.230210704,1.328840681,1.887212633,3.185131484,3.175818233,3.190050236
28/07/2003,0.629695406,0.607,0.545449862,0.547708293,0.724601661,1.101891999,1.082692758,1.005688272,1.048327364,0.985551038,0.994822579,1.008360576
29/07/2003,1.647369578,1.591,1.844560835,2.417452283,4.616718408,4.734838598,5.734022318,6.115383608,5.742500987,7.259111781,7.169719365,7.17457055
30/07/2003,2.764882163,2.995,4.483653954,4.486364241,4.406945156,4.365930444,4.418553565,4.325268145,5.202269212,5.497511425,5.492733942,5.575314252
31/07/2003,1.870807541,1.963,2.868143953,2.974686421,4.321729838,5.916708239,6.557433354,7.769567394,9.638666868,12.30815999,12.21931521,12.16991598
01/08/2003,1.832140934,1.96,4.420179421,4.492274673,4.803440369,5.07170668,5.124652369,5.306268183,6.803319622,8.081470435,8.136254591,8.127485555
02/08/2003,4.225010643,4.819,8.616599117,9.091620153,11.58947287,10.8338468,11.99524239,12.64245915,12.5338101,14.88666971,14.55077778,14.48607842
